y,x,group
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
